case	log	first_owner_lane	evidence_ref	diagnostic_key	move_shape	first_missing_fact	notes
src/990404-1.c	/workspaces/c4c/build/rv64_gcc_c_torture_backend/src_990404-1.c/case.log	coherent_rv64_mir_materialization	/workspaces/c4c/build/rv64_gcc_c_torture_backend/src_990404-1.c/case.log:6-28	event_kind=before_instruction_copies;phase=before_instruction;authority=none;move_count=3;parallel_copy=no;reason=consumer_register_to_stack;destination_kind=value;destination_storage=stack_slot;source_home_kind=register;destination_home_kind=stack_slot;source_type=i64;destination_type=i32;fragment_status=generic_move_bundle_materialization_failed	before_instruction/authority_none/consumer_register_to_stack/register_to_stack_slot	rv64_generic_move_bundle_materialization	Current log publishes concrete coordinate, value ids, compatible homes, scalar types, and generic materialization failure; no F128 token is present.
src/990524-1.c	/workspaces/c4c/build/rv64_gcc_c_torture_backend/src_990524-1.c/case.log	prepared_module_target_shape_authority_gap	/workspaces/c4c/build/rv64_gcc_c_torture_backend/src_990524-1.c/case.log:6-19	event_kind=before_instruction_copies;phase=before_instruction;authority=none;move_count=1;parallel_copy=no;reason=consumer_stack_to_stack;destination_kind=value;destination_storage=stack_slot;source_home_kind=stack_slot;destination_home_kind=pointer_base_plus_offset;source_type=ptr;destination_type=ptr;fragment_status=generic_move_bundle_materialization_failed	before_instruction/authority_none/consumer_stack_to_stack/pointer_base_plus_offset_home	prepared_destination_home_shape_authority	Published stack storage conflicts with a pointer-base-plus-offset home, so prepared home authority must be clarified before RV64 lowering.
src/990811-1.c	/workspaces/c4c/build/rv64_gcc_c_torture_backend/src_990811-1.c/case.log	prepared_module_target_shape_authority_gap	/workspaces/c4c/build/rv64_gcc_c_torture_backend/src_990811-1.c/case.log:6-22	event_kind=before_instruction_copies;phase=before_instruction;authority=none;move_count=2;parallel_copy=no;reason=consumer_stack_to_stack;destination_kind=value;destination_storage=stack_slot;source_home_kind=stack_slot;destination_home_kind=stack_slot;destination_type=ptr;fragment_status=generic_move_bundle_materialization_failed	before_instruction/authority_none/consumer_stack_to_stack/stack_slot_to_stack_slot	prepared_move_type_authority	Current prepared facts omit source or destination type detail required before RV64 can lower the move safely.
src/991216-1.c	/workspaces/c4c/build/rv64_gcc_c_torture_backend/src_991216-1.c/case.log	prepared_module_target_shape_authority_gap	/workspaces/c4c/build/rv64_gcc_c_torture_backend/src_991216-1.c/case.log:6-18	event_kind=before_instruction_copies;phase=before_instruction;authority=none;move_count=1;parallel_copy=no;reason=consumer_stack_to_stack;destination_kind=value;destination_storage=stack_slot;source_home_kind=register;destination_home_kind=stack_slot;source_type=i32;destination_type=i32;fragment_status=generic_move_bundle_materialization_failed	before_instruction/authority_none/consumer_stack_to_stack/register_to_stack_slot	prepared_move_classification_or_source_home_authority	Reason says stack-to-stack but the current published home is not stack-slot to stack-slot, so prepared authority must be clarified first.
src/bf64-1.c	/workspaces/c4c/build/rv64_gcc_c_torture_backend/src_bf64-1.c/case.log	coherent_rv64_mir_materialization	/workspaces/c4c/build/rv64_gcc_c_torture_backend/src_bf64-1.c/case.log:6-18	event_kind=before_instruction_copies;phase=before_instruction;authority=none;move_count=1;parallel_copy=no;reason=consumer_register_to_stack;destination_kind=value;destination_storage=stack_slot;source_home_kind=register;destination_home_kind=stack_slot;source_type=i64;destination_type=i32;fragment_status=generic_move_bundle_materialization_failed	before_instruction/authority_none/consumer_register_to_stack/register_to_stack_slot	rv64_generic_move_bundle_materialization	Current log publishes concrete coordinate, value ids, compatible homes, scalar types, and generic materialization failure; no F128 token is present.
src/bf-pack-1.c	/workspaces/c4c/build/rv64_gcc_c_torture_backend/src_bf-pack-1.c/case.log	coherent_rv64_mir_materialization	/workspaces/c4c/build/rv64_gcc_c_torture_backend/src_bf-pack-1.c/case.log:6-23	event_kind=before_instruction_copies;phase=before_instruction;authority=none;move_count=2;parallel_copy=no;reason=consumer_register_to_stack;destination_kind=value;destination_storage=stack_slot;source_home_kind=register;destination_home_kind=stack_slot;source_type=i32;destination_type=i32;fragment_status=generic_move_bundle_materialization_failed	before_instruction/authority_none/consumer_register_to_stack/register_to_stack_slot	rv64_generic_move_bundle_materialization	Current log publishes concrete coordinate, value ids, compatible homes, scalar types, and generic materialization failure; no F128 token is present.
src/cmpsi-1.c	/workspaces/c4c/build/rv64_gcc_c_torture_backend/src_cmpsi-1.c/case.log	prepared_module_target_shape_authority_gap	/workspaces/c4c/build/rv64_gcc_c_torture_backend/src_cmpsi-1.c/case.log:6-19	event_kind=before_instruction_copies;phase=before_instruction;authority=none;move_count=1;parallel_copy=no;reason=consumer_register_to_stack;destination_kind=value;destination_storage=stack_slot;source_home_kind=rematerializable_immediate;destination_home_kind=rematerializable_immediate;source_type=i32;destination_type=i32;fragment_status=generic_move_bundle_materialization_failed	before_instruction/authority_none/consumer_register_to_stack/rematerializable_immediate_to_rematerializable_immediate	prepared_destination_home_shape_authority	Reason says register-to-stack but the current destination home is not a stack slot, so prepared destination authority is first.
src/cmpsi-2.c	/workspaces/c4c/build/rv64_gcc_c_torture_backend/src_cmpsi-2.c/case.log	coherent_rv64_mir_materialization	/workspaces/c4c/build/rv64_gcc_c_torture_backend/src_cmpsi-2.c/case.log:6-28	event_kind=before_instruction_copies;phase=before_instruction;authority=none;move_count=3;parallel_copy=no;reason=consumer_register_to_stack;destination_kind=value;destination_storage=stack_slot;source_home_kind=register;destination_home_kind=stack_slot;source_type=i64;destination_type=i32;fragment_status=generic_move_bundle_materialization_failed	before_instruction/authority_none/consumer_register_to_stack/register_to_stack_slot	rv64_generic_move_bundle_materialization	Current log publishes concrete coordinate, value ids, compatible homes, scalar types, and generic materialization failure; no F128 token is present.
src/divmod-1.c	/workspaces/c4c/build/rv64_gcc_c_torture_backend/src_divmod-1.c/case.log	coherent_rv64_mir_materialization	/workspaces/c4c/build/rv64_gcc_c_torture_backend/src_divmod-1.c/case.log:6-18	event_kind=before_instruction_copies;phase=before_instruction;authority=none;move_count=1;parallel_copy=no;reason=consumer_register_to_stack;destination_kind=value;destination_storage=stack_slot;source_home_kind=register;destination_home_kind=stack_slot;source_type=i32;destination_type=i16;fragment_status=generic_move_bundle_materialization_failed	before_instruction/authority_none/consumer_register_to_stack/register_to_stack_slot	rv64_generic_move_bundle_materialization	Current log publishes concrete coordinate, value ids, compatible homes, scalar types, and generic materialization failure; no F128 token is present.
src/index-1.c	/workspaces/c4c/build/rv64_gcc_c_torture_backend/src_index-1.c/case.log	coherent_rv64_mir_materialization	/workspaces/c4c/build/rv64_gcc_c_torture_backend/src_index-1.c/case.log:6-28	event_kind=before_instruction_copies;phase=before_instruction;authority=none;move_count=3;parallel_copy=no;reason=consumer_register_to_stack;destination_kind=value;destination_storage=stack_slot;source_home_kind=register;destination_home_kind=stack_slot;source_type=i64;destination_type=i32;fragment_status=generic_move_bundle_materialization_failed	before_instruction/authority_none/consumer_register_to_stack/register_to_stack_slot	rv64_generic_move_bundle_materialization	Current log publishes concrete coordinate, value ids, compatible homes, scalar types, and generic materialization failure; no F128 token is present.
src/loop-14.c	/workspaces/c4c/build/rv64_gcc_c_torture_backend/src_loop-14.c/case.log	coherent_rv64_mir_materialization	/workspaces/c4c/build/rv64_gcc_c_torture_backend/src_loop-14.c/case.log:6-18	event_kind=before_instruction_copies;phase=before_instruction;authority=none;move_count=1;parallel_copy=no;reason=consumer_register_to_stack;destination_kind=value;destination_storage=stack_slot;source_home_kind=register;destination_home_kind=stack_slot;source_type=i32;destination_type=i64;fragment_status=generic_move_bundle_materialization_failed	before_instruction/authority_none/consumer_register_to_stack/register_to_stack_slot	rv64_generic_move_bundle_materialization	Current log publishes concrete coordinate, value ids, compatible homes, scalar types, and generic materialization failure; no F128 token is present.
src/loop-1.c	/workspaces/c4c/build/rv64_gcc_c_torture_backend/src_loop-1.c/case.log	prepared_module_target_shape_authority_gap	/workspaces/c4c/build/rv64_gcc_c_torture_backend/src_loop-1.c/case.log:6-22	event_kind=before_instruction_copies;phase=before_instruction;authority=none;move_count=2;parallel_copy=no;reason=consumer_register_to_stack;destination_kind=value;destination_storage=stack_slot;source_home_kind=register;destination_home_kind=stack_slot;destination_type=ptr;fragment_status=generic_move_bundle_materialization_failed	before_instruction/authority_none/consumer_register_to_stack/register_to_stack_slot	prepared_move_type_authority	Current prepared facts omit source or destination type detail required before RV64 can lower the move safely.
src/loop-2c.c	/workspaces/c4c/build/rv64_gcc_c_torture_backend/src_loop-2c.c/case.log	coherent_rv64_mir_materialization	/workspaces/c4c/build/rv64_gcc_c_torture_backend/src_loop-2c.c/case.log:6-18	event_kind=before_instruction_copies;phase=before_instruction;authority=none;move_count=1;parallel_copy=no;reason=consumer_register_to_stack;destination_kind=value;destination_storage=stack_slot;source_home_kind=register;destination_home_kind=stack_slot;source_type=i32;destination_type=i64;fragment_status=generic_move_bundle_materialization_failed	before_instruction/authority_none/consumer_register_to_stack/register_to_stack_slot	rv64_generic_move_bundle_materialization	Current log publishes concrete coordinate, value ids, compatible homes, scalar types, and generic materialization failure; no F128 token is present.
src/loop-2d.c	/workspaces/c4c/build/rv64_gcc_c_torture_backend/src_loop-2d.c/case.log	coherent_rv64_mir_materialization	/workspaces/c4c/build/rv64_gcc_c_torture_backend/src_loop-2d.c/case.log:6-18	event_kind=before_instruction_copies;phase=before_instruction;authority=none;move_count=1;parallel_copy=no;reason=consumer_register_to_stack;destination_kind=value;destination_storage=stack_slot;source_home_kind=register;destination_home_kind=stack_slot;source_type=i32;destination_type=i64;fragment_status=generic_move_bundle_materialization_failed	before_instruction/authority_none/consumer_register_to_stack/register_to_stack_slot	rv64_generic_move_bundle_materialization	Current log publishes concrete coordinate, value ids, compatible homes, scalar types, and generic materialization failure; no F128 token is present.
src/loop-2g.c	/workspaces/c4c/build/rv64_gcc_c_torture_backend/src_loop-2g.c/case.log	coherent_rv64_mir_materialization	/workspaces/c4c/build/rv64_gcc_c_torture_backend/src_loop-2g.c/case.log:6-18	event_kind=before_instruction_copies;phase=before_instruction;authority=none;move_count=1;parallel_copy=no;reason=consumer_register_to_stack;destination_kind=value;destination_storage=stack_slot;source_home_kind=register;destination_home_kind=stack_slot;source_type=i32;destination_type=i64;fragment_status=generic_move_bundle_materialization_failed	before_instruction/authority_none/consumer_register_to_stack/register_to_stack_slot	rv64_generic_move_bundle_materialization	Current log publishes concrete coordinate, value ids, compatible homes, scalar types, and generic materialization failure; no F128 token is present.
src/loop-ivopts-2.c	/workspaces/c4c/build/rv64_gcc_c_torture_backend/src_loop-ivopts-2.c/case.log	coherent_rv64_mir_materialization	/workspaces/c4c/build/rv64_gcc_c_torture_backend/src_loop-ivopts-2.c/case.log:6-18	event_kind=before_instruction_copies;phase=before_instruction;authority=none;move_count=1;parallel_copy=no;reason=consumer_register_to_stack;destination_kind=value;destination_storage=stack_slot;source_home_kind=register;destination_home_kind=stack_slot;source_type=i32;destination_type=i64;fragment_status=generic_move_bundle_materialization_failed	before_instruction/authority_none/consumer_register_to_stack/register_to_stack_slot	rv64_generic_move_bundle_materialization	Current log publishes concrete coordinate, value ids, compatible homes, scalar types, and generic materialization failure; no F128 token is present.
src/mode-dependent-address.c	/workspaces/c4c/build/rv64_gcc_c_torture_backend/src_mode-dependent-address.c/case.log	prepared_module_target_shape_authority_gap	/workspaces/c4c/build/rv64_gcc_c_torture_backend/src_mode-dependent-address.c/case.log:6-19	event_kind=before_instruction_copies;phase=before_instruction;authority=none;move_count=1;parallel_copy=no;reason=consumer_stack_to_stack;destination_kind=value;destination_storage=stack_slot;source_home_kind=rematerializable_immediate;destination_home_kind=rematerializable_immediate;source_type=i32;destination_type=i32;fragment_status=generic_move_bundle_materialization_failed	before_instruction/authority_none/consumer_stack_to_stack/rematerializable_immediate_to_rematerializable_immediate	prepared_move_classification_or_source_home_authority	Reason says stack-to-stack but the current published home is not stack-slot to stack-slot, so prepared authority must be clarified first.
src/pr16790-1.c	/workspaces/c4c/build/rv64_gcc_c_torture_backend/src_pr16790-1.c/case.log	coherent_rv64_mir_materialization	/workspaces/c4c/build/rv64_gcc_c_torture_backend/src_pr16790-1.c/case.log:6-18	event_kind=before_instruction_copies;phase=before_instruction;authority=none;move_count=1;parallel_copy=no;reason=consumer_register_to_stack;destination_kind=value;destination_storage=stack_slot;source_home_kind=register;destination_home_kind=stack_slot;source_type=i32;destination_type=i16;fragment_status=generic_move_bundle_materialization_failed	before_instruction/authority_none/consumer_register_to_stack/register_to_stack_slot	rv64_generic_move_bundle_materialization	Current log publishes concrete coordinate, value ids, compatible homes, scalar types, and generic materialization failure; no F128 token is present.
src/pr19005.c	/workspaces/c4c/build/rv64_gcc_c_torture_backend/src_pr19005.c/case.log	coherent_rv64_mir_materialization	/workspaces/c4c/build/rv64_gcc_c_torture_backend/src_pr19005.c/case.log:6-18	event_kind=before_instruction_copies;phase=before_instruction;authority=none;move_count=1;parallel_copy=no;reason=consumer_register_to_stack;destination_kind=value;destination_storage=stack_slot;source_home_kind=register;destination_home_kind=stack_slot;source_type=i32;destination_type=i8;fragment_status=generic_move_bundle_materialization_failed	before_instruction/authority_none/consumer_register_to_stack/register_to_stack_slot	rv64_generic_move_bundle_materialization	Current log publishes concrete coordinate, value ids, compatible homes, scalar types, and generic materialization failure; no F128 token is present.
src/pr19689.c	/workspaces/c4c/build/rv64_gcc_c_torture_backend/src_pr19689.c/case.log	coherent_rv64_mir_materialization	/workspaces/c4c/build/rv64_gcc_c_torture_backend/src_pr19689.c/case.log:6-18	event_kind=before_instruction_copies;phase=before_instruction;authority=none;move_count=1;parallel_copy=no;reason=consumer_register_to_stack;destination_kind=value;destination_storage=stack_slot;source_home_kind=rematerializable_immediate;destination_home_kind=stack_slot;source_type=i32;destination_type=i16;fragment_status=generic_move_bundle_materialization_failed	before_instruction/authority_none/consumer_register_to_stack/rematerializable_immediate_to_stack_slot	rv64_generic_move_bundle_materialization	Current log publishes concrete coordinate, value ids, compatible homes, scalar types, and generic materialization failure; no F128 token is present.
src/pr20100-1.c	/workspaces/c4c/build/rv64_gcc_c_torture_backend/src_pr20100-1.c/case.log	coherent_rv64_mir_materialization	/workspaces/c4c/build/rv64_gcc_c_torture_backend/src_pr20100-1.c/case.log:6-18	event_kind=before_instruction_copies;phase=before_instruction;authority=none;move_count=1;parallel_copy=no;reason=consumer_register_to_stack;destination_kind=value;destination_storage=stack_slot;source_home_kind=register;destination_home_kind=stack_slot;source_type=i32;destination_type=i16;fragment_status=generic_move_bundle_materialization_failed	before_instruction/authority_none/consumer_register_to_stack/register_to_stack_slot	rv64_generic_move_bundle_materialization	Current log publishes concrete coordinate, value ids, compatible homes, scalar types, and generic materialization failure; no F128 token is present.
src/pr20527-1.c	/workspaces/c4c/build/rv64_gcc_c_torture_backend/src_pr20527-1.c/case.log	coherent_rv64_mir_materialization	/workspaces/c4c/build/rv64_gcc_c_torture_backend/src_pr20527-1.c/case.log:6-22	event_kind=before_instruction_copies;phase=before_instruction;authority=none;move_count=2;parallel_copy=no;reason=consumer_stack_to_stack;destination_kind=value;destination_storage=stack_slot;source_home_kind=stack_slot;destination_home_kind=stack_slot;source_type=i64;destination_type=i32;fragment_status=generic_move_bundle_materialization_failed	before_instruction/authority_none/consumer_stack_to_stack/stack_slot_to_stack_slot	rv64_generic_move_bundle_materialization	Current log publishes concrete coordinate, value ids, compatible homes, scalar types, and generic materialization failure; no F128 token is present.
src/pr22429.c	/workspaces/c4c/build/rv64_gcc_c_torture_backend/src_pr22429.c/case.log	prepared_module_target_shape_authority_gap	/workspaces/c4c/build/rv64_gcc_c_torture_backend/src_pr22429.c/case.log:6-19	event_kind=before_instruction_copies;phase=before_instruction;authority=none;move_count=1;parallel_copy=no;reason=consumer_register_to_stack;destination_kind=value;destination_storage=stack_slot;source_home_kind=rematerializable_immediate;destination_home_kind=rematerializable_immediate;source_type=i32;destination_type=i32;fragment_status=generic_move_bundle_materialization_failed	before_instruction/authority_none/consumer_register_to_stack/rematerializable_immediate_to_rematerializable_immediate	prepared_destination_home_shape_authority	Reason says register-to-stack but the current destination home is not a stack slot, so prepared destination authority is first.
src/pr23604.c	/workspaces/c4c/build/rv64_gcc_c_torture_backend/src_pr23604.c/case.log	coherent_rv64_mir_materialization	/workspaces/c4c/build/rv64_gcc_c_torture_backend/src_pr23604.c/case.log:6-22	event_kind=before_instruction_copies;phase=before_instruction;authority=none;move_count=2;parallel_copy=no;reason=consumer_register_to_stack;destination_kind=value;destination_storage=stack_slot;source_home_kind=register;destination_home_kind=stack_slot;source_type=i32;destination_type=i32;fragment_status=generic_move_bundle_materialization_failed	before_instruction/authority_none/consumer_register_to_stack/register_to_stack_slot	rv64_generic_move_bundle_materialization	Current log publishes concrete coordinate, value ids, compatible homes, scalar types, and generic materialization failure; no F128 token is present.
src/pr25125.c	/workspaces/c4c/build/rv64_gcc_c_torture_backend/src_pr25125.c/case.log	coherent_rv64_mir_materialization	/workspaces/c4c/build/rv64_gcc_c_torture_backend/src_pr25125.c/case.log:6-18	event_kind=before_instruction_copies;phase=before_instruction;authority=none;move_count=1;parallel_copy=no;reason=consumer_register_to_stack;destination_kind=value;destination_storage=stack_slot;source_home_kind=register;destination_home_kind=stack_slot;source_type=i32;destination_type=i16;fragment_status=generic_move_bundle_materialization_failed	before_instruction/authority_none/consumer_register_to_stack/register_to_stack_slot	rv64_generic_move_bundle_materialization	Current log publishes concrete coordinate, value ids, compatible homes, scalar types, and generic materialization failure; no F128 token is present.
src/pr27285.c	/workspaces/c4c/build/rv64_gcc_c_torture_backend/src_pr27285.c/case.log	coherent_rv64_mir_materialization	/workspaces/c4c/build/rv64_gcc_c_torture_backend/src_pr27285.c/case.log:6-18	event_kind=before_instruction_copies;phase=before_instruction;authority=none;move_count=1;parallel_copy=no;reason=consumer_register_to_stack;destination_kind=value;destination_storage=stack_slot;source_home_kind=register;destination_home_kind=stack_slot;source_type=i8;destination_type=i32;fragment_status=generic_move_bundle_materialization_failed	before_instruction/authority_none/consumer_register_to_stack/register_to_stack_slot	rv64_generic_move_bundle_materialization	Current log publishes concrete coordinate, value ids, compatible homes, scalar types, and generic materialization failure; no F128 token is present.
src/pr29695-1.c	/workspaces/c4c/build/rv64_gcc_c_torture_backend/src_pr29695-1.c/case.log	coherent_rv64_mir_materialization	/workspaces/c4c/build/rv64_gcc_c_torture_backend/src_pr29695-1.c/case.log:6-21	event_kind=pre_terminator_copies;phase=block_entry;authority=out_of_ssa_parallel_copy;move_count=1;parallel_copy=yes;reason=phi_join_register_to_register;destination_kind=value;destination_storage=register;source_home_kind=rematerializable_immediate;destination_home_kind=register;source_type=i32;destination_type=i32;fragment_status=generic_move_bundle_materialization_failed	block_entry/out_of_ssa_parallel_copy/phi_join_register_to_register/rematerializable_immediate_to_register	rv64_generic_move_bundle_materialization	Current log publishes concrete phi move coordinate, homes, scalar types, and generic materialization failure.
src/pr29695-2.c	/workspaces/c4c/build/rv64_gcc_c_torture_backend/src_pr29695-2.c/case.log	coherent_rv64_mir_materialization	/workspaces/c4c/build/rv64_gcc_c_torture_backend/src_pr29695-2.c/case.log:6-21	event_kind=pre_terminator_copies;phase=block_entry;authority=out_of_ssa_parallel_copy;move_count=1;parallel_copy=yes;reason=phi_join_register_to_register;destination_kind=value;destination_storage=register;source_home_kind=rematerializable_immediate;destination_home_kind=register;source_type=i32;destination_type=i32;fragment_status=generic_move_bundle_materialization_failed	block_entry/out_of_ssa_parallel_copy/phi_join_register_to_register/rematerializable_immediate_to_register	rv64_generic_move_bundle_materialization	Current log publishes concrete phi move coordinate, homes, scalar types, and generic materialization failure.
src/pr31169.c	/workspaces/c4c/build/rv64_gcc_c_torture_backend/src_pr31169.c/case.log	coherent_rv64_mir_materialization	/workspaces/c4c/build/rv64_gcc_c_torture_backend/src_pr31169.c/case.log:6-18	event_kind=before_instruction_copies;phase=before_instruction;authority=none;move_count=1;parallel_copy=no;reason=consumer_register_to_stack;destination_kind=value;destination_storage=stack_slot;source_home_kind=register;destination_home_kind=stack_slot;source_type=i32;destination_type=i64;fragment_status=generic_move_bundle_materialization_failed	before_instruction/authority_none/consumer_register_to_stack/register_to_stack_slot	rv64_generic_move_bundle_materialization	Current log publishes concrete coordinate, value ids, compatible homes, scalar types, and generic materialization failure; no F128 token is present.
src/pr34176.c	/workspaces/c4c/build/rv64_gcc_c_torture_backend/src_pr34176.c/case.log	coherent_rv64_mir_materialization	/workspaces/c4c/build/rv64_gcc_c_torture_backend/src_pr34176.c/case.log:6-23	event_kind=before_instruction_copies;phase=before_instruction;authority=none;move_count=2;parallel_copy=no;reason=consumer_register_to_stack;destination_kind=value;destination_storage=stack_slot;source_home_kind=register;destination_home_kind=stack_slot;source_type=i64;destination_type=i32;fragment_status=generic_move_bundle_materialization_failed	before_instruction/authority_none/consumer_register_to_stack/register_to_stack_slot	rv64_generic_move_bundle_materialization	Current log publishes concrete coordinate, value ids, compatible homes, scalar types, and generic materialization failure; no F128 token is present.
src/pr35163.c	/workspaces/c4c/build/rv64_gcc_c_torture_backend/src_pr35163.c/case.log	coherent_rv64_mir_materialization	/workspaces/c4c/build/rv64_gcc_c_torture_backend/src_pr35163.c/case.log:6-18	event_kind=before_instruction_copies;phase=before_instruction;authority=none;move_count=1;parallel_copy=no;reason=consumer_register_to_stack;destination_kind=value;destination_storage=stack_slot;source_home_kind=register;destination_home_kind=stack_slot;source_type=i8;destination_type=i16;fragment_status=generic_move_bundle_materialization_failed	before_instruction/authority_none/consumer_register_to_stack/register_to_stack_slot	rv64_generic_move_bundle_materialization	Current log publishes concrete coordinate, value ids, compatible homes, scalar types, and generic materialization failure; no F128 token is present.
src/pr35800.c	/workspaces/c4c/build/rv64_gcc_c_torture_backend/src_pr35800.c/case.log	prepared_module_target_shape_authority_gap	/workspaces/c4c/build/rv64_gcc_c_torture_backend/src_pr35800.c/case.log:6-18	event_kind=before_instruction_copies;phase=before_instruction;authority=none;move_count=1;parallel_copy=no;reason=consumer_stack_to_stack;destination_kind=value;destination_storage=stack_slot;source_home_kind=register;destination_home_kind=stack_slot;source_type=i32;destination_type=i32;fragment_status=generic_move_bundle_materialization_failed	before_instruction/authority_none/consumer_stack_to_stack/register_to_stack_slot	prepared_move_classification_or_source_home_authority	Reason says stack-to-stack but the current published home is not stack-slot to stack-slot, so prepared authority must be clarified first.
src/pr36339.c	/workspaces/c4c/build/rv64_gcc_c_torture_backend/src_pr36339.c/case.log	prepared_module_target_shape_authority_gap	/workspaces/c4c/build/rv64_gcc_c_torture_backend/src_pr36339.c/case.log:6-18	event_kind=before_instruction_copies;phase=before_instruction;authority=none;move_count=1;parallel_copy=no;reason=consumer_register_to_stack;destination_kind=value;destination_storage=stack_slot;source_home_kind=register;destination_home_kind=pointer_base_plus_offset;destination_type=ptr;fragment_status=generic_move_bundle_materialization_failed	before_instruction/authority_none/consumer_register_to_stack/pointer_base_plus_offset_home	prepared_destination_home_shape_authority	Published stack storage conflicts with a pointer-base-plus-offset home, so prepared home authority must be clarified before RV64 lowering.
src/pr37924.c	/workspaces/c4c/build/rv64_gcc_c_torture_backend/src_pr37924.c/case.log	coherent_rv64_mir_materialization	/workspaces/c4c/build/rv64_gcc_c_torture_backend/src_pr37924.c/case.log:6-56	select_publication_evidence=yes;event_kind=pre_terminator_copies;phase=block_entry;authority=out_of_ssa_parallel_copy;move_count=1;reason=phi_join_register_to_register;parallel_copy=yes;intent_status=available;publication_status=available;publication_source_home_kind=rematerializable_immediate;publication_destination_home_kind=register;select_publication_rejection_reason=unsupported_source_immediate_i32_range	block_entry/out_of_ssa_parallel_copy/phi_join_register_to_register/select_publication_immediate_to_register	rv64_select_publication_immediate_materialization	Intent and publication agree; the rejection is an RV64 select-publication materialization limit.
src/pr39240.c	/workspaces/c4c/build/rv64_gcc_c_torture_backend/src_pr39240.c/case.log	coherent_rv64_mir_materialization	/workspaces/c4c/build/rv64_gcc_c_torture_backend/src_pr39240.c/case.log:6-18	event_kind=before_instruction_copies;phase=before_instruction;authority=none;move_count=1;parallel_copy=no;reason=consumer_register_to_stack;destination_kind=value;destination_storage=stack_slot;source_home_kind=register;destination_home_kind=stack_slot;source_type=i32;destination_type=i16;fragment_status=generic_move_bundle_materialization_failed	before_instruction/authority_none/consumer_register_to_stack/register_to_stack_slot	rv64_generic_move_bundle_materialization	Current log publishes concrete coordinate, value ids, compatible homes, scalar types, and generic materialization failure; no F128 token is present.
src/pr40386.c	/workspaces/c4c/build/rv64_gcc_c_torture_backend/src_pr40386.c/case.log	coherent_rv64_mir_materialization	/workspaces/c4c/build/rv64_gcc_c_torture_backend/src_pr40386.c/case.log:6-18	event_kind=before_instruction_copies;phase=before_instruction;authority=none;move_count=1;parallel_copy=no;reason=consumer_register_to_stack;destination_kind=value;destination_storage=stack_slot;source_home_kind=register;destination_home_kind=stack_slot;source_type=i32;destination_type=i64;fragment_status=generic_move_bundle_materialization_failed	before_instruction/authority_none/consumer_register_to_stack/register_to_stack_slot	rv64_generic_move_bundle_materialization	Current log publishes concrete coordinate, value ids, compatible homes, scalar types, and generic materialization failure; no F128 token is present.
src/pr41395-2.c	/workspaces/c4c/build/rv64_gcc_c_torture_backend/src_pr41395-2.c/case.log	coherent_rv64_mir_materialization	/workspaces/c4c/build/rv64_gcc_c_torture_backend/src_pr41395-2.c/case.log:6-18	event_kind=before_instruction_copies;phase=before_instruction;authority=none;move_count=1;parallel_copy=no;reason=consumer_register_to_stack;destination_kind=value;destination_storage=stack_slot;source_home_kind=register;destination_home_kind=stack_slot;source_type=i32;destination_type=i64;fragment_status=generic_move_bundle_materialization_failed	before_instruction/authority_none/consumer_register_to_stack/register_to_stack_slot	rv64_generic_move_bundle_materialization	Current log publishes concrete coordinate, value ids, compatible homes, scalar types, and generic materialization failure; no F128 token is present.
src/pr42142.c	/workspaces/c4c/build/rv64_gcc_c_torture_backend/src_pr42142.c/case.log	prepared_module_target_shape_authority_gap	/workspaces/c4c/build/rv64_gcc_c_torture_backend/src_pr42142.c/case.log:6-22	event_kind=before_instruction_copies;phase=before_instruction;authority=none;move_count=2;parallel_copy=no;reason=consumer_register_to_stack;destination_kind=value;destination_storage=stack_slot;source_home_kind=register;destination_home_kind=stack_slot;destination_type=ptr;fragment_status=generic_move_bundle_materialization_failed	before_instruction/authority_none/consumer_register_to_stack/register_to_stack_slot	prepared_move_type_authority	Current prepared facts omit source or destination type detail required before RV64 can lower the move safely.
src/pr42154.c	/workspaces/c4c/build/rv64_gcc_c_torture_backend/src_pr42154.c/case.log	coherent_rv64_mir_materialization	/workspaces/c4c/build/rv64_gcc_c_torture_backend/src_pr42154.c/case.log:6-18	event_kind=before_instruction_copies;phase=before_instruction;authority=none;move_count=1;parallel_copy=no;reason=consumer_register_to_stack;destination_kind=value;destination_storage=stack_slot;source_home_kind=register;destination_home_kind=stack_slot;source_type=i32;destination_type=i64;fragment_status=generic_move_bundle_materialization_failed	before_instruction/authority_none/consumer_register_to_stack/register_to_stack_slot	rv64_generic_move_bundle_materialization	Current log publishes concrete coordinate, value ids, compatible homes, scalar types, and generic materialization failure; no F128 token is present.
src/pr42512.c	/workspaces/c4c/build/rv64_gcc_c_torture_backend/src_pr42512.c/case.log	coherent_rv64_mir_materialization	/workspaces/c4c/build/rv64_gcc_c_torture_backend/src_pr42512.c/case.log:6-18	event_kind=before_instruction_copies;phase=before_instruction;authority=none;move_count=1;parallel_copy=no;reason=consumer_register_to_stack;destination_kind=value;destination_storage=stack_slot;source_home_kind=register;destination_home_kind=stack_slot;source_type=i32;destination_type=i16;fragment_status=generic_move_bundle_materialization_failed	before_instruction/authority_none/consumer_register_to_stack/register_to_stack_slot	rv64_generic_move_bundle_materialization	Current log publishes concrete coordinate, value ids, compatible homes, scalar types, and generic materialization failure; no F128 token is present.
