case	log	event_kind	phase	authority	parallel_copy	execution_site	destination_storage	source_storage	move_reason	move_count	first_owner	coherence_family	authority_disposition
src/950714-1.c	/workspaces/c4c/build/rv64_gcc_c_torture_backend/src_950714-1.c/case.log	before_instruction_copies	before_instruction	none	no	<not_applicable>	stack_slot	<not_reported>	consumer_stack_to_stack	1	rv64_before_instruction_prepared_move_materialization	coherent_prepared_authority_unlowered_rv64	complete_ordinary_move_bundle_authority
src/951003-1.c	/workspaces/c4c/build/rv64_gcc_c_torture_backend/src_951003-1.c/case.log	pre_terminator_copies	block_entry	out_of_ssa_parallel_copy	yes	predecessor_terminator	register	<not_reported>	phi_join_register_to_register	1	rv64_out_of_ssa_parallel_copy_move_materialization	coherent_prepared_authority_unlowered_rv64	complete_parallel_copy_authority
src/960209-1.c	/workspaces/c4c/build/rv64_gcc_c_torture_backend/src_960209-1.c/case.log	before_instruction_copies	before_instruction	none	no	<not_applicable>	stack_slot	<not_reported>	consumer_stack_to_stack	1	rv64_before_instruction_prepared_move_materialization	coherent_prepared_authority_unlowered_rv64	complete_ordinary_move_bundle_authority
src/960301-1.c	/workspaces/c4c/build/rv64_gcc_c_torture_backend/src_960301-1.c/case.log	before_instruction_copies	before_instruction	none	no	<not_applicable>	stack_slot	<not_reported>	consumer_register_to_stack	2	rv64_before_instruction_prepared_move_materialization	coherent_prepared_authority_unlowered_rv64	complete_ordinary_move_bundle_authority
src/960311-2.c	/workspaces/c4c/build/rv64_gcc_c_torture_backend/src_960311-2.c/case.log	before_instruction_copies	before_instruction	none	no	<not_applicable>	stack_slot	<not_reported>	consumer_register_to_stack	1	rv64_before_instruction_prepared_move_materialization	coherent_prepared_authority_unlowered_rv64	complete_ordinary_move_bundle_authority
src/960317-1.c	/workspaces/c4c/build/rv64_gcc_c_torture_backend/src_960317-1.c/case.log	before_instruction_copies	before_instruction	none	no	<not_applicable>	stack_slot	<not_reported>	consumer_register_to_stack	2	rv64_before_instruction_prepared_move_materialization	coherent_prepared_authority_unlowered_rv64	complete_ordinary_move_bundle_authority
src/960321-1.c	/workspaces/c4c/build/rv64_gcc_c_torture_backend/src_960321-1.c/case.log	before_instruction_copies	before_instruction	none	no	<not_applicable>	stack_slot	<not_reported>	consumer_register_to_stack	3	rv64_before_instruction_prepared_move_materialization	coherent_prepared_authority_unlowered_rv64	complete_ordinary_move_bundle_authority
src/960327-1.c	/workspaces/c4c/build/rv64_gcc_c_torture_backend/src_960327-1.c/case.log	before_instruction_copies	before_instruction	none	no	<not_applicable>	stack_slot	<not_reported>	consumer_register_to_stack	1	rv64_before_instruction_prepared_move_materialization	coherent_prepared_authority_unlowered_rv64	complete_ordinary_move_bundle_authority
src/960419-2.c	/workspaces/c4c/build/rv64_gcc_c_torture_backend/src_960419-2.c/case.log	before_instruction_copies	before_instruction	none	no	<not_applicable>	stack_slot	<not_reported>	consumer_register_to_stack	2	rv64_before_instruction_prepared_move_materialization	coherent_prepared_authority_unlowered_rv64	complete_ordinary_move_bundle_authority
src/960801-1.c	/workspaces/c4c/build/rv64_gcc_c_torture_backend/src_960801-1.c/case.log	before_instruction_copies	before_instruction	none	no	<not_applicable>	stack_slot	<not_reported>	consumer_register_to_stack	1	rv64_before_instruction_prepared_move_materialization	coherent_prepared_authority_unlowered_rv64	complete_ordinary_move_bundle_authority
src/961122-2.c	/workspaces/c4c/build/rv64_gcc_c_torture_backend/src_961122-2.c/case.log	before_instruction_copies	before_instruction	none	no	<not_applicable>	stack_slot	<not_reported>	consumer_register_to_stack	1	rv64_before_instruction_prepared_move_materialization	coherent_prepared_authority_unlowered_rv64	complete_ordinary_move_bundle_authority
src/961125-1.c	/workspaces/c4c/build/rv64_gcc_c_torture_backend/src_961125-1.c/case.log	before_instruction_copies	before_instruction	none	no	<not_applicable>	stack_slot	<not_reported>	consumer_register_to_stack	1	rv64_before_instruction_prepared_move_materialization	coherent_prepared_authority_unlowered_rv64	complete_ordinary_move_bundle_authority
src/961213-1.c	/workspaces/c4c/build/rv64_gcc_c_torture_backend/src_961213-1.c/case.log	before_instruction_copies	before_instruction	none	no	<not_applicable>	stack_slot	<not_reported>	consumer_stack_to_stack	2	rv64_before_instruction_prepared_move_materialization	coherent_prepared_authority_unlowered_rv64	complete_ordinary_move_bundle_authority
src/980424-1.c	/workspaces/c4c/build/rv64_gcc_c_torture_backend/src_980424-1.c/case.log	before_instruction_copies	before_instruction	none	no	<not_applicable>	stack_slot	<not_reported>	consumer_register_to_stack	3	rv64_before_instruction_prepared_move_materialization	coherent_prepared_authority_unlowered_rv64	complete_ordinary_move_bundle_authority
src/980526-2.c	/workspaces/c4c/build/rv64_gcc_c_torture_backend/src_980526-2.c/case.log	before_instruction_copies	before_instruction	none	no	<not_applicable>	stack_slot	<not_reported>	consumer_register_to_stack	2	rv64_before_instruction_prepared_move_materialization	coherent_prepared_authority_unlowered_rv64	complete_ordinary_move_bundle_authority
src/980526-3.c	/workspaces/c4c/build/rv64_gcc_c_torture_backend/src_980526-3.c/case.log	before_instruction_copies	before_instruction	none	no	<not_applicable>	stack_slot	<not_reported>	consumer_stack_to_stack	1	rv64_before_instruction_prepared_move_materialization	coherent_prepared_authority_unlowered_rv64	complete_ordinary_move_bundle_authority
src/980602-2.c	/workspaces/c4c/build/rv64_gcc_c_torture_backend/src_980602-2.c/case.log	before_instruction_copies	before_instruction	none	no	<not_applicable>	stack_slot	<not_reported>	consumer_register_to_stack	1	rv64_before_instruction_prepared_move_materialization	coherent_prepared_authority_unlowered_rv64	complete_ordinary_move_bundle_authority
src/980617-1.c	/workspaces/c4c/build/rv64_gcc_c_torture_backend/src_980617-1.c/case.log	pre_terminator_copies	block_entry	out_of_ssa_parallel_copy	yes	predecessor_terminator	register	<not_reported>	phi_join_register_to_register	1	rv64_out_of_ssa_parallel_copy_move_materialization	coherent_prepared_authority_unlowered_rv64	complete_parallel_copy_authority
src/980701-1.c	/workspaces/c4c/build/rv64_gcc_c_torture_backend/src_980701-1.c/case.log	before_instruction_copies	before_instruction	none	no	<not_applicable>	stack_slot	<not_reported>	consumer_stack_to_stack	2	rv64_before_instruction_prepared_move_materialization	coherent_prepared_authority_unlowered_rv64	complete_ordinary_move_bundle_authority
src/981001-1.c	/workspaces/c4c/build/rv64_gcc_c_torture_backend/src_981001-1.c/case.log	before_instruction_copies	before_instruction	none	no	<not_applicable>	stack_slot	<not_reported>	consumer_register_to_stack	1	rv64_before_instruction_prepared_move_materialization	coherent_prepared_authority_unlowered_rv64	complete_ordinary_move_bundle_authority
src/981019-1.c	/workspaces/c4c/build/rv64_gcc_c_torture_backend/src_981019-1.c/case.log	pre_terminator_copies	block_entry	out_of_ssa_parallel_copy	yes	predecessor_terminator	register	<not_reported>	phi_join_register_to_register	1	rv64_out_of_ssa_parallel_copy_move_materialization	coherent_prepared_authority_unlowered_rv64	complete_parallel_copy_authority
src/990106-1.c	/workspaces/c4c/build/rv64_gcc_c_torture_backend/src_990106-1.c/case.log	before_instruction_copies	before_instruction	none	no	<not_applicable>	stack_slot	<not_reported>	consumer_register_to_stack	1	rv64_before_instruction_prepared_move_materialization	coherent_prepared_authority_unlowered_rv64	complete_ordinary_move_bundle_authority
src/990106-2.c	/workspaces/c4c/build/rv64_gcc_c_torture_backend/src_990106-2.c/case.log	pre_terminator_copies	block_entry	out_of_ssa_parallel_copy	yes	predecessor_terminator	register	<not_reported>	edge_consumer_preservation_register_to_register	2	rv64_out_of_ssa_parallel_copy_move_materialization	coherent_prepared_authority_unlowered_rv64	complete_parallel_copy_authority
src/990127-1.c	/workspaces/c4c/build/rv64_gcc_c_torture_backend/src_990127-1.c/case.log	before_instruction_copies	before_instruction	none	no	<not_applicable>	stack_slot	<not_reported>	consumer_stack_to_stack	1	rv64_before_instruction_prepared_move_materialization	coherent_prepared_authority_unlowered_rv64	complete_ordinary_move_bundle_authority
src/990324-1.c	/workspaces/c4c/build/rv64_gcc_c_torture_backend/src_990324-1.c/case.log	pre_terminator_copies	block_entry	out_of_ssa_parallel_copy	yes	predecessor_terminator	register	<not_reported>	edge_consumer_preservation_register_to_register	2	rv64_out_of_ssa_parallel_copy_move_materialization	coherent_prepared_authority_unlowered_rv64	complete_parallel_copy_authority
src/990326-1.c	/workspaces/c4c/build/rv64_gcc_c_torture_backend/src_990326-1.c/case.log	before_instruction_copies	before_instruction	none	no	<not_applicable>	stack_slot	<not_reported>	consumer_register_to_stack	1	rv64_before_instruction_prepared_move_materialization	coherent_prepared_authority_unlowered_rv64	complete_ordinary_move_bundle_authority
src/990404-1.c	/workspaces/c4c/build/rv64_gcc_c_torture_backend/src_990404-1.c/case.log	before_instruction_copies	before_instruction	none	no	<not_applicable>	stack_slot	<not_reported>	consumer_register_to_stack	3	rv64_before_instruction_prepared_move_materialization	coherent_prepared_authority_unlowered_rv64	complete_ordinary_move_bundle_authority
src/990513-1.c	/workspaces/c4c/build/rv64_gcc_c_torture_backend/src_990513-1.c/case.log	before_instruction_copies	before_instruction	none	no	<not_applicable>	stack_slot	<not_reported>	consumer_register_to_stack	2	rv64_before_instruction_prepared_move_materialization	coherent_prepared_authority_unlowered_rv64	complete_ordinary_move_bundle_authority
src/990524-1.c	/workspaces/c4c/build/rv64_gcc_c_torture_backend/src_990524-1.c/case.log	before_instruction_copies	before_instruction	none	no	<not_applicable>	stack_slot	<not_reported>	consumer_stack_to_stack	1	rv64_before_instruction_prepared_move_materialization	coherent_prepared_authority_unlowered_rv64	complete_ordinary_move_bundle_authority
src/990811-1.c	/workspaces/c4c/build/rv64_gcc_c_torture_backend/src_990811-1.c/case.log	before_instruction_copies	before_instruction	none	no	<not_applicable>	stack_slot	<not_reported>	consumer_stack_to_stack	1	rv64_before_instruction_prepared_move_materialization	coherent_prepared_authority_unlowered_rv64	complete_ordinary_move_bundle_authority
src/991016-1.c	/workspaces/c4c/build/rv64_gcc_c_torture_backend/src_991016-1.c/case.log	before_instruction_copies	before_instruction	none	no	<not_applicable>	stack_slot	<not_reported>	consumer_register_to_stack	2	rv64_before_instruction_prepared_move_materialization	coherent_prepared_authority_unlowered_rv64	complete_ordinary_move_bundle_authority
src/991216-1.c	/workspaces/c4c/build/rv64_gcc_c_torture_backend/src_991216-1.c/case.log	pre_terminator_copies	block_entry	out_of_ssa_parallel_copy	yes	predecessor_terminator	register	<not_reported>	edge_consumer_preservation_register_to_register	2	rv64_out_of_ssa_parallel_copy_move_materialization	coherent_prepared_authority_unlowered_rv64	complete_parallel_copy_authority
src/991216-4.c	/workspaces/c4c/build/rv64_gcc_c_torture_backend/src_991216-4.c/case.log	before_instruction_copies	before_instruction	none	no	<not_applicable>	stack_slot	<not_reported>	consumer_register_to_stack	2	rv64_before_instruction_prepared_move_materialization	coherent_prepared_authority_unlowered_rv64	complete_ordinary_move_bundle_authority
src/bf64-1.c	/workspaces/c4c/build/rv64_gcc_c_torture_backend/src_bf64-1.c/case.log	before_instruction_copies	before_instruction	none	no	<not_applicable>	stack_slot	<not_reported>	consumer_register_to_stack	1	rv64_before_instruction_prepared_move_materialization	coherent_prepared_authority_unlowered_rv64	complete_ordinary_move_bundle_authority
src/bf-pack-1.c	/workspaces/c4c/build/rv64_gcc_c_torture_backend/src_bf-pack-1.c/case.log	before_instruction_copies	before_instruction	none	no	<not_applicable>	stack_slot	<not_reported>	consumer_register_to_stack	2	rv64_before_instruction_prepared_move_materialization	coherent_prepared_authority_unlowered_rv64	complete_ordinary_move_bundle_authority
src/bitfld-4.c	/workspaces/c4c/build/rv64_gcc_c_torture_backend/src_bitfld-4.c/case.log	pre_terminator_copies	block_entry	out_of_ssa_parallel_copy	yes	predecessor_terminator	register	<not_reported>	phi_join_register_to_register	1	rv64_out_of_ssa_parallel_copy_move_materialization	coherent_prepared_authority_unlowered_rv64	complete_parallel_copy_authority
src/builtin-constant.c	/workspaces/c4c/build/rv64_gcc_c_torture_backend/src_builtin-constant.c/case.log	<not_reported>	<not_reported>	<not_reported>	<not_reported>	<not_reported>	<not_reported>	<not_reported>	select_publication_move_bundle	<not_reported>	select_publication_move_bundle_evidence_splitter	missing_case_log_detail_select_publication	ambiguous_prepared_authority_until_select_tokens_are_published
src/builtin-prefetch-6.c	/workspaces/c4c/build/rv64_gcc_c_torture_backend/src_builtin-prefetch-6.c/case.log	before_instruction_copies	before_instruction	none	no	<not_applicable>	stack_slot	<not_reported>	consumer_register_to_stack	3	rv64_before_instruction_prepared_move_materialization	coherent_prepared_authority_unlowered_rv64	complete_ordinary_move_bundle_authority
src/cmpsi-1.c	/workspaces/c4c/build/rv64_gcc_c_torture_backend/src_cmpsi-1.c/case.log	before_instruction_copies	before_instruction	none	no	<not_applicable>	stack_slot	<not_reported>	consumer_register_to_stack	1	rv64_before_instruction_prepared_move_materialization	coherent_prepared_authority_unlowered_rv64	complete_ordinary_move_bundle_authority
src/cmpsi-2.c	/workspaces/c4c/build/rv64_gcc_c_torture_backend/src_cmpsi-2.c/case.log	before_instruction_copies	before_instruction	none	no	<not_applicable>	stack_slot	<not_reported>	consumer_register_to_stack	3	rv64_before_instruction_prepared_move_materialization	coherent_prepared_authority_unlowered_rv64	complete_ordinary_move_bundle_authority
src/compare-1.c	/workspaces/c4c/build/rv64_gcc_c_torture_backend/src_compare-1.c/case.log	before_instruction_copies	before_instruction	none	no	<not_applicable>	stack_slot	<not_reported>	consumer_register_to_stack	1	rv64_before_instruction_prepared_move_materialization	coherent_prepared_authority_unlowered_rv64	complete_ordinary_move_bundle_authority
src/compare-2.c	/workspaces/c4c/build/rv64_gcc_c_torture_backend/src_compare-2.c/case.log	before_instruction_copies	before_instruction	none	no	<not_applicable>	stack_slot	<not_reported>	consumer_register_to_stack	3	rv64_before_instruction_prepared_move_materialization	coherent_prepared_authority_unlowered_rv64	complete_ordinary_move_bundle_authority
src/divconst-1.c	/workspaces/c4c/build/rv64_gcc_c_torture_backend/src_divconst-1.c/case.log	pre_terminator_copies	block_entry	out_of_ssa_parallel_copy	yes	predecessor_terminator	register	<not_reported>	phi_join_register_to_register	1	rv64_out_of_ssa_parallel_copy_move_materialization	coherent_prepared_authority_unlowered_rv64	complete_parallel_copy_authority
src/divconst-2.c	/workspaces/c4c/build/rv64_gcc_c_torture_backend/src_divconst-2.c/case.log	before_instruction_copies	before_instruction	none	no	<not_applicable>	stack_slot	<not_reported>	consumer_register_to_stack	2	rv64_before_instruction_prepared_move_materialization	coherent_prepared_authority_unlowered_rv64	complete_ordinary_move_bundle_authority
src/divmod-1.c	/workspaces/c4c/build/rv64_gcc_c_torture_backend/src_divmod-1.c/case.log	before_instruction_copies	before_instruction	none	no	<not_applicable>	stack_slot	<not_reported>	consumer_register_to_stack	1	rv64_before_instruction_prepared_move_materialization	coherent_prepared_authority_unlowered_rv64	complete_ordinary_move_bundle_authority
src/doloop-2.c	/workspaces/c4c/build/rv64_gcc_c_torture_backend/src_doloop-2.c/case.log	before_instruction_copies	before_instruction	none	no	<not_applicable>	stack_slot	<not_reported>	consumer_stack_to_stack	1	rv64_before_instruction_prepared_move_materialization	coherent_prepared_authority_unlowered_rv64	complete_ordinary_move_bundle_authority
src/enum-1.c	/workspaces/c4c/build/rv64_gcc_c_torture_backend/src_enum-1.c/case.log	pre_terminator_copies	block_entry	out_of_ssa_parallel_copy	yes	predecessor_terminator	register	<not_reported>	phi_join_register_to_register	1	rv64_out_of_ssa_parallel_copy_move_materialization	coherent_prepared_authority_unlowered_rv64	complete_parallel_copy_authority
src/ieee/builtin-nan-1.c	/workspaces/c4c/build/rv64_gcc_c_torture_backend/src_ieee_builtin-nan-1.c/case.log	before_instruction_copies	before_instruction	none	no	<not_applicable>	stack_slot	<not_reported>	consumer_register_to_stack	1	rv64_before_instruction_prepared_move_materialization	coherent_prepared_authority_unlowered_rv64	complete_ordinary_move_bundle_authority
src/index-1.c	/workspaces/c4c/build/rv64_gcc_c_torture_backend/src_index-1.c/case.log	before_instruction_copies	before_instruction	none	no	<not_applicable>	stack_slot	<not_reported>	consumer_register_to_stack	3	rv64_before_instruction_prepared_move_materialization	coherent_prepared_authority_unlowered_rv64	complete_ordinary_move_bundle_authority
src/inst-check.c	/workspaces/c4c/build/rv64_gcc_c_torture_backend/src_inst-check.c/case.log	before_instruction_copies	before_instruction	none	no	<not_applicable>	stack_slot	<not_reported>	consumer_register_to_stack	2	rv64_before_instruction_prepared_move_materialization	coherent_prepared_authority_unlowered_rv64	complete_ordinary_move_bundle_authority
src/loop-11.c	/workspaces/c4c/build/rv64_gcc_c_torture_backend/src_loop-11.c/case.log	before_instruction_copies	before_instruction	none	no	<not_applicable>	stack_slot	<not_reported>	consumer_register_to_stack	3	rv64_before_instruction_prepared_move_materialization	coherent_prepared_authority_unlowered_rv64	complete_ordinary_move_bundle_authority
src/loop-13.c	/workspaces/c4c/build/rv64_gcc_c_torture_backend/src_loop-13.c/case.log	before_instruction_copies	before_instruction	none	no	<not_applicable>	stack_slot	<not_reported>	consumer_stack_to_stack	1	rv64_before_instruction_prepared_move_materialization	coherent_prepared_authority_unlowered_rv64	complete_ordinary_move_bundle_authority
src/loop-14.c	/workspaces/c4c/build/rv64_gcc_c_torture_backend/src_loop-14.c/case.log	before_instruction_copies	before_instruction	none	no	<not_applicable>	stack_slot	<not_reported>	consumer_register_to_stack	1	rv64_before_instruction_prepared_move_materialization	coherent_prepared_authority_unlowered_rv64	complete_ordinary_move_bundle_authority
src/loop-1.c	/workspaces/c4c/build/rv64_gcc_c_torture_backend/src_loop-1.c/case.log	before_instruction_copies	before_instruction	none	no	<not_applicable>	stack_slot	<not_reported>	consumer_register_to_stack	1	rv64_before_instruction_prepared_move_materialization	coherent_prepared_authority_unlowered_rv64	complete_ordinary_move_bundle_authority
src/loop-2b.c	/workspaces/c4c/build/rv64_gcc_c_torture_backend/src_loop-2b.c/case.log	before_instruction_copies	before_instruction	none	no	<not_applicable>	stack_slot	<not_reported>	consumer_register_to_stack	1	rv64_before_instruction_prepared_move_materialization	coherent_prepared_authority_unlowered_rv64	complete_ordinary_move_bundle_authority
src/loop-2.c	/workspaces/c4c/build/rv64_gcc_c_torture_backend/src_loop-2.c/case.log	before_instruction_copies	before_instruction	none	no	<not_applicable>	stack_slot	<not_reported>	consumer_register_to_stack	3	rv64_before_instruction_prepared_move_materialization	coherent_prepared_authority_unlowered_rv64	complete_ordinary_move_bundle_authority
src/loop-2c.c	/workspaces/c4c/build/rv64_gcc_c_torture_backend/src_loop-2c.c/case.log	before_instruction_copies	before_instruction	none	no	<not_applicable>	stack_slot	<not_reported>	consumer_register_to_stack	1	rv64_before_instruction_prepared_move_materialization	coherent_prepared_authority_unlowered_rv64	complete_ordinary_move_bundle_authority
src/loop-2d.c	/workspaces/c4c/build/rv64_gcc_c_torture_backend/src_loop-2d.c/case.log	before_instruction_copies	before_instruction	none	no	<not_applicable>	stack_slot	<not_reported>	consumer_register_to_stack	1	rv64_before_instruction_prepared_move_materialization	coherent_prepared_authority_unlowered_rv64	complete_ordinary_move_bundle_authority
src/loop-2f.c	/workspaces/c4c/build/rv64_gcc_c_torture_backend/src_loop-2f.c/case.log	before_instruction_copies	before_instruction	none	no	<not_applicable>	stack_slot	<not_reported>	consumer_register_to_stack	1	rv64_before_instruction_prepared_move_materialization	coherent_prepared_authority_unlowered_rv64	complete_ordinary_move_bundle_authority
src/loop-2g.c	/workspaces/c4c/build/rv64_gcc_c_torture_backend/src_loop-2g.c/case.log	before_instruction_copies	before_instruction	none	no	<not_applicable>	stack_slot	<not_reported>	consumer_register_to_stack	1	rv64_before_instruction_prepared_move_materialization	coherent_prepared_authority_unlowered_rv64	complete_ordinary_move_bundle_authority
src/loop-5.c	/workspaces/c4c/build/rv64_gcc_c_torture_backend/src_loop-5.c/case.log	before_instruction_copies	before_instruction	none	no	<not_applicable>	stack_slot	<not_reported>	consumer_register_to_stack	2	rv64_before_instruction_prepared_move_materialization	coherent_prepared_authority_unlowered_rv64	complete_ordinary_move_bundle_authority
src/loop-7.c	/workspaces/c4c/build/rv64_gcc_c_torture_backend/src_loop-7.c/case.log	pre_terminator_copies	block_entry	out_of_ssa_parallel_copy	yes	predecessor_terminator	register	<not_reported>	phi_join_register_to_register	1	rv64_out_of_ssa_parallel_copy_move_materialization	coherent_prepared_authority_unlowered_rv64	complete_parallel_copy_authority
src/loop-8.c	/workspaces/c4c/build/rv64_gcc_c_torture_backend/src_loop-8.c/case.log	pre_terminator_copies	block_entry	out_of_ssa_parallel_copy	yes	predecessor_terminator	register	<not_reported>	phi_join_register_to_register	1	rv64_out_of_ssa_parallel_copy_move_materialization	coherent_prepared_authority_unlowered_rv64	complete_parallel_copy_authority
src/loop-9.c	/workspaces/c4c/build/rv64_gcc_c_torture_backend/src_loop-9.c/case.log	pre_terminator_copies	block_entry	out_of_ssa_parallel_copy	yes	predecessor_terminator	register	<not_reported>	phi_join_register_to_register	1	rv64_out_of_ssa_parallel_copy_move_materialization	coherent_prepared_authority_unlowered_rv64	complete_parallel_copy_authority
src/loop-ivopts-2.c	/workspaces/c4c/build/rv64_gcc_c_torture_backend/src_loop-ivopts-2.c/case.log	before_instruction_copies	before_instruction	none	no	<not_applicable>	stack_slot	<not_reported>	consumer_register_to_stack	1	rv64_before_instruction_prepared_move_materialization	coherent_prepared_authority_unlowered_rv64	complete_ordinary_move_bundle_authority
src/mode-dependent-address.c	/workspaces/c4c/build/rv64_gcc_c_torture_backend/src_mode-dependent-address.c/case.log	before_instruction_copies	before_instruction	none	no	<not_applicable>	stack_slot	<not_reported>	consumer_stack_to_stack	1	rv64_before_instruction_prepared_move_materialization	coherent_prepared_authority_unlowered_rv64	complete_ordinary_move_bundle_authority
src/pending-4.c	/workspaces/c4c/build/rv64_gcc_c_torture_backend/src_pending-4.c/case.log	pre_terminator_copies	block_entry	out_of_ssa_parallel_copy	yes	predecessor_terminator	register	<not_reported>	phi_join_register_to_register	1	rv64_out_of_ssa_parallel_copy_move_materialization	coherent_prepared_authority_unlowered_rv64	complete_parallel_copy_authority
src/pr16790-1.c	/workspaces/c4c/build/rv64_gcc_c_torture_backend/src_pr16790-1.c/case.log	before_instruction_copies	before_instruction	none	no	<not_applicable>	stack_slot	<not_reported>	consumer_register_to_stack	1	rv64_before_instruction_prepared_move_materialization	coherent_prepared_authority_unlowered_rv64	complete_ordinary_move_bundle_authority
src/pr17133.c	/workspaces/c4c/build/rv64_gcc_c_torture_backend/src_pr17133.c/case.log	before_instruction_copies	before_instruction	none	no	<not_applicable>	stack_slot	<not_reported>	consumer_register_to_stack	2	rv64_before_instruction_prepared_move_materialization	coherent_prepared_authority_unlowered_rv64	complete_ordinary_move_bundle_authority
src/pr19005.c	/workspaces/c4c/build/rv64_gcc_c_torture_backend/src_pr19005.c/case.log	before_instruction_copies	before_instruction	none	no	<not_applicable>	stack_slot	<not_reported>	consumer_register_to_stack	1	rv64_before_instruction_prepared_move_materialization	coherent_prepared_authority_unlowered_rv64	complete_ordinary_move_bundle_authority
src/pr19689.c	/workspaces/c4c/build/rv64_gcc_c_torture_backend/src_pr19689.c/case.log	before_instruction_copies	before_instruction	none	no	<not_applicable>	stack_slot	<not_reported>	consumer_register_to_stack	1	rv64_before_instruction_prepared_move_materialization	coherent_prepared_authority_unlowered_rv64	complete_ordinary_move_bundle_authority
src/pr20100-1.c	/workspaces/c4c/build/rv64_gcc_c_torture_backend/src_pr20100-1.c/case.log	pre_terminator_copies	block_entry	out_of_ssa_parallel_copy	yes	predecessor_terminator	register	<not_reported>	phi_join_register_to_register	1	rv64_out_of_ssa_parallel_copy_move_materialization	coherent_prepared_authority_unlowered_rv64	complete_parallel_copy_authority
src/pr20187-1.c	/workspaces/c4c/build/rv64_gcc_c_torture_backend/src_pr20187-1.c/case.log	before_instruction_copies	before_instruction	none	no	<not_applicable>	stack_slot	<not_reported>	consumer_register_to_stack	2	rv64_before_instruction_prepared_move_materialization	coherent_prepared_authority_unlowered_rv64	complete_ordinary_move_bundle_authority
src/pr20527-1.c	/workspaces/c4c/build/rv64_gcc_c_torture_backend/src_pr20527-1.c/case.log	before_instruction_copies	before_instruction	none	no	<not_applicable>	stack_slot	<not_reported>	consumer_stack_to_stack	2	rv64_before_instruction_prepared_move_materialization	coherent_prepared_authority_unlowered_rv64	complete_ordinary_move_bundle_authority
src/pr21173.c	/workspaces/c4c/build/rv64_gcc_c_torture_backend/src_pr21173.c/case.log	before_instruction_copies	before_instruction	none	no	<not_applicable>	stack_slot	<not_reported>	consumer_stack_to_stack	1	rv64_before_instruction_prepared_move_materialization	coherent_prepared_authority_unlowered_rv64	complete_ordinary_move_bundle_authority
src/pr22429.c	/workspaces/c4c/build/rv64_gcc_c_torture_backend/src_pr22429.c/case.log	pre_terminator_copies	block_entry	out_of_ssa_parallel_copy	yes	predecessor_terminator	register	<not_reported>	edge_consumer_preservation_register_to_register	2	rv64_out_of_ssa_parallel_copy_move_materialization	coherent_prepared_authority_unlowered_rv64	complete_parallel_copy_authority
src/pr23047.c	/workspaces/c4c/build/rv64_gcc_c_torture_backend/src_pr23047.c/case.log	pre_terminator_copies	block_entry	out_of_ssa_parallel_copy	yes	predecessor_terminator	register	<not_reported>	edge_consumer_preservation_register_to_register	2	rv64_out_of_ssa_parallel_copy_move_materialization	coherent_prepared_authority_unlowered_rv64	complete_parallel_copy_authority
src/pr23604.c	/workspaces/c4c/build/rv64_gcc_c_torture_backend/src_pr23604.c/case.log	before_instruction_copies	before_instruction	none	no	<not_applicable>	stack_slot	<not_reported>	consumer_register_to_stack	2	rv64_before_instruction_prepared_move_materialization	coherent_prepared_authority_unlowered_rv64	complete_ordinary_move_bundle_authority
src/pr25125.c	/workspaces/c4c/build/rv64_gcc_c_torture_backend/src_pr25125.c/case.log	before_instruction_copies	before_instruction	none	no	<not_applicable>	stack_slot	<not_reported>	consumer_register_to_stack	1	rv64_before_instruction_prepared_move_materialization	coherent_prepared_authority_unlowered_rv64	complete_ordinary_move_bundle_authority
src/pr27285.c	/workspaces/c4c/build/rv64_gcc_c_torture_backend/src_pr27285.c/case.log	before_instruction_copies	before_instruction	none	no	<not_applicable>	stack_slot	<not_reported>	consumer_register_to_stack	1	rv64_before_instruction_prepared_move_materialization	coherent_prepared_authority_unlowered_rv64	complete_ordinary_move_bundle_authority
src/pr28403.c	/workspaces/c4c/build/rv64_gcc_c_torture_backend/src_pr28403.c/case.log	before_instruction_copies	before_instruction	none	no	<not_applicable>	stack_slot	<not_reported>	consumer_stack_to_stack	2	rv64_before_instruction_prepared_move_materialization	coherent_prepared_authority_unlowered_rv64	complete_ordinary_move_bundle_authority
src/pr29156.c	/workspaces/c4c/build/rv64_gcc_c_torture_backend/src_pr29156.c/case.log	before_instruction_copies	before_instruction	none	no	<not_applicable>	stack_slot	<not_reported>	consumer_register_to_stack	1	rv64_before_instruction_prepared_move_materialization	coherent_prepared_authority_unlowered_rv64	complete_ordinary_move_bundle_authority
src/pr29695-1.c	/workspaces/c4c/build/rv64_gcc_c_torture_backend/src_pr29695-1.c/case.log	pre_terminator_copies	block_entry	out_of_ssa_parallel_copy	yes	predecessor_terminator	register	<not_reported>	phi_join_register_to_register	1	rv64_out_of_ssa_parallel_copy_move_materialization	coherent_prepared_authority_unlowered_rv64	complete_parallel_copy_authority
src/pr29695-2.c	/workspaces/c4c/build/rv64_gcc_c_torture_backend/src_pr29695-2.c/case.log	pre_terminator_copies	block_entry	out_of_ssa_parallel_copy	yes	predecessor_terminator	register	<not_reported>	phi_join_register_to_register	1	rv64_out_of_ssa_parallel_copy_move_materialization	coherent_prepared_authority_unlowered_rv64	complete_parallel_copy_authority
